concept	name	pragmatic_tier	standard_status	in_anno	in_ydb	in_iris	anno_section	ydb_section	iris_section
intrinsic-functions	$WISWIDE	iris-only	iris-extension	false	false	true			site/RCOS_fwiswide.html#RCOS_fwiswide
intrinsic-functions	$WLENGTH	iris-only	iris-extension	false	false	true			site/RCOS_fwlength.html#RCOS_fwlength
intrinsic-functions	$WREVERSE	iris-only	iris-extension	false	false	true			site/RCOS_fwreverse.html#RCOS_fwreverse
intrinsic-functions	$XECUTE	iris-only	iris-extension	false	false	true			site/RCOS_fxecute.html#RCOS_fxecute
intrinsic-functions	$Z	ansi-unimplemented	ansi	true	false	false	pages/a107113.html#7.1.5.23		
intrinsic-functions	$ZABS	iris-only	iris-extension	false	false	true			site/RCOS_fzabs.html#RCOS_fzabs
intrinsic-functions	$ZAHANDLE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZAHANDLE()	
intrinsic-functions	$ZARCCOS	iris-only	iris-extension	false	false	true			site/RCOS_fzarccos.html#RCOS_fzarccos
intrinsic-functions	$ZARCSIN	iris-only	iris-extension	false	false	true			site/RCOS_fzarcsin.html#RCOS_fzarcsin
intrinsic-functions	$ZARCTAN	iris-only	iris-extension	false	false	true			site/RCOS_fzarctan.html#RCOS_fzarctan
intrinsic-functions	$ZASCII	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZASCII()	
intrinsic-functions	$ZATRANSFORM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZATRANSFORM()	
intrinsic-functions	$ZBITAND	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZBIT Functions	
intrinsic-functions	$ZBOOLEAN	iris-only	iris-extension	false	false	true			site/RCOS_fzboolean.html#RCOS_fzboolean
intrinsic-functions	$ZCHAR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZCHAR()	
intrinsic-functions	$ZCOLLATE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZCOLLATE()	
intrinsic-functions	$ZCONVERT	core	multi-vendor-ext	false	true	true		ProgrammersGuide/functions.rst#$ZCONVERT()	site/RCOS_fzconvert.html#RCOS_fzconvert
intrinsic-functions	$ZCOS	iris-only	iris-extension	false	false	true			site/RCOS_fzcos.html#RCOS_fzcos
intrinsic-functions	$ZCOT	iris-only	iris-extension	false	false	true			site/RCOS_fzcot.html#RCOS_fzcot
intrinsic-functions	$ZCRC	iris-only	iris-extension	false	false	true			site/RCOS_fzcrc.html#RCOS_fzcrc
intrinsic-functions	$ZCSC	iris-only	iris-extension	false	false	true			site/RCOS_fzcsc.html#RCOS_fzcsc
intrinsic-functions	$ZCYC	iris-only	iris-extension	false	false	true			site/RCOS_fzcyc.html#RCOS_fzcyc
intrinsic-functions	$ZDASCII	iris-only	iris-extension	false	false	true			site/RCOS_fzdascii.html#RCOS_fzdascii
intrinsic-functions	$ZDATA	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZDATA()	
intrinsic-functions	$ZDATE	core	multi-vendor-ext	false	true	true		ProgrammersGuide/functions.rst#$ZDATE()	site/RCOS_fzdate.html#RCOS_fzdate
intrinsic-functions	$ZDATEH	iris-only	iris-extension	false	false	true			site/RCOS_fzdateh.html#RCOS_fzdateh
intrinsic-functions	$ZDATETIME	iris-only	iris-extension	false	false	true			site/RCOS_fzdatetime.html#RCOS_fzdatetime
intrinsic-functions	$ZDATETIMEH	iris-only	iris-extension	false	false	true			site/RCOS_fzdatetimeh.html#RCOS_fzdatetimeh
intrinsic-functions	$ZDCHAR	iris-only	iris-extension	false	false	true			site/RCOS_fzdchar.html#RCOS_fzdchar
intrinsic-functions	$ZEXP	iris-only	iris-extension	false	false	true			site/RCOS_fzexp.html#RCOS_fzexp
intrinsic-functions	$ZEXTRACT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZEXTRACT()	
intrinsic-functions	$ZF	iris-only	iris-extension	false	false	true			site/RCOS_fzf.html#RCOS_fzf
intrinsic-functions	$ZFIND	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZFIND()	
intrinsic-functions	$ZGETJPI	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZGETJPI()	
intrinsic-functions	$ZHEX	iris-only	iris-extension	false	false	true			site/RCOS_fzhex.html#RCOS_fzhex
intrinsic-functions	$ZISWIDE	iris-only	iris-extension	false	false	true			site/RCOS_fziswide.html#RCOS_fziswide
intrinsic-functions	$ZJOBEXAM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZJOBEXAM()	
intrinsic-functions	$ZJUSTIFY	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZJUSTIFY()	
intrinsic-functions	$ZLASCII	iris-only	iris-extension	false	false	true			site/RCOS_fzlascii.html#RCOS_fzlascii
intrinsic-functions	$ZLCHAR	iris-only	iris-extension	false	false	true			site/RCOS_fzlchar.html#RCOS_fzlchar
intrinsic-functions	$ZLENGTH	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZLENGTH()	
intrinsic-functions	$ZLN	iris-only	iris-extension	false	false	true			site/RCOS_fzln.html#RCOS_fzln
intrinsic-functions	$ZLOG	iris-only	iris-extension	false	false	true			site/RCOS_fzlog.html#RCOS_fzlog
intrinsic-functions	$ZMESSAGE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZMESSAGE()	
intrinsic-functions	$ZPARSE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZPARSE()	
intrinsic-functions	$ZPEEK	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZPEEK()	
intrinsic-functions	$ZPIECE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZPIECE()	
intrinsic-functions	$ZPOWER	iris-only	iris-extension	false	false	true			site/RCOS_fzpower.html#RCOS_fzpower
intrinsic-functions	$ZPREVIOUS	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZPREVIOUS()	
intrinsic-functions	$ZQASCII	iris-only	iris-extension	false	false	true			site/RCOS_fzqascii.html#RCOS_fzqascii
intrinsic-functions	$ZQCHAR	iris-only	iris-extension	false	false	true			site/RCOS_fzqchar.html#RCOS_fzqchar
intrinsic-functions	$ZQGBLMOD	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZQGBLMOD()	
intrinsic-functions	$ZSEARCH	core	multi-vendor-ext	false	true	true		ProgrammersGuide/functions.rst#$ZSEARCH()	site/RCOS_fzsearch.html#RCOS_fzsearch
intrinsic-functions	$ZSEC	iris-only	iris-extension	false	false	true			site/RCOS_fzsec.html#RCOS_fzsec
intrinsic-functions	$ZSEEK	iris-only	iris-extension	false	false	true			site/RCOS_fzseek.html#RCOS_fzseek
intrinsic-functions	$ZSIGPROC	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZSIGPROC()	
intrinsic-functions	$ZSIN	iris-only	iris-extension	false	false	true			site/RCOS_fzsin.html#RCOS_fzsin
intrinsic-functions	$ZSOCKET	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZSOCKET()	
intrinsic-functions	$ZSQR	iris-only	iris-extension	false	false	true			site/RCOS_fzsqr.html#RCOS_fzsqr
intrinsic-functions	$ZSTRIP	iris-only	iris-extension	false	false	true			site/RCOS_fzstrip.html#RCOS_fzstrip
intrinsic-functions	$ZSUBSTR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZSUBSTR()	
intrinsic-functions	$ZSYSLOG	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZSYSLOG()	
intrinsic-functions	$ZTAN	iris-only	iris-extension	false	false	true			site/RCOS_fztan.html#RCOS_fztan
intrinsic-functions	$ZTIME	iris-only	iris-extension	false	false	true			site/RCOS_fztime.html#RCOS_fztime
intrinsic-functions	$ZTIMEH	iris-only	iris-extension	false	false	true			site/RCOS_fztimeh.html#RCOS_fztimeh
intrinsic-functions	$ZTRANSLATE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZTRANSLATE()	
intrinsic-functions	$ZTRIGGER	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZTRIGGER()	
intrinsic-functions	$ZTRNLNM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZTRNLNM()	
intrinsic-functions	$ZUADITLOG	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZAUditlog()	
intrinsic-functions	$ZWASCII	iris-only	iris-extension	false	false	true			site/RCOS_fzwascii.html#RCOS_fzwascii
intrinsic-functions	$ZWCHAR	iris-only	iris-extension	false	false	true			site/RCOS_fzwchar.html#RCOS_fzwchar
intrinsic-functions	$ZWIDTH	core	multi-vendor-ext	false	true	true		ProgrammersGuide/functions.rst#$ZWIDTH()	site/RCOS_fzwidth.html#RCOS_fzwidth
intrinsic-functions	$ZWRITE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZWRITE()	
intrinsic-functions	$ZYCOMPILE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZYCOmpile()	
intrinsic-functions	$ZYHASH	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZYHASH()	
intrinsic-functions	$ZYISSQLNULL	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZYISSQLNULL()	
intrinsic-functions	$ZYSUFFIX	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/functions.rst#$ZYSUFFIX()	
intrinsic-functions	$ZZENKAKU	iris-only	iris-extension	false	false	true			site/RCOS_fzzenkaku.html#RCOS_fzzenkaku
intrinsic-special-variables	$DEVICE	core	ansi	true	true	true	pages/a107058.html#7.1.4.10	ProgrammersGuide/isv.rst#$DEVICE	site/RCOS_vdevice.html#RCOS_vdevice
intrinsic-special-variables	$ECODE	core	ansi	true	true	true	pages/a107059.html#7.1.4.10	ProgrammersGuide/isv.rst#$ECODE	site/RCOS_vecode.html#RCOS_vecode
intrinsic-special-variables	$ESTACK	core	ansi	true	true	true	pages/a107060.html#7.1.4.10	ProgrammersGuide/isv.rst#$ESTACK	site/RCOS_vestack.html#RCOS_vestack
intrinsic-special-variables	$ETRAP	core	ansi	true	true	true	pages/a107061.html#7.1.4.10	ProgrammersGuide/isv.rst#$ETRAP	site/RCOS_vetrap.html#RCOS_vetrap
intrinsic-special-variables	$HALT	iris-only	iris-extension	false	false	true			site/RCOS_vhalt.html#RCOS_vhalt
intrinsic-special-variables	$HOROLOG	core	ansi	true	true	true	pages/a107062.html#7.1.4.10	ProgrammersGuide/isv.rst#$HOROLOG	site/RCOS_vhorolog.html#RCOS_vhorolog
intrinsic-special-variables	$IO	core	ansi	true	true	true	pages/a107063.html#7.1.4.10	ProgrammersGuide/isv.rst#$IO	site/RCOS_vio.html#RCOS_vio
intrinsic-special-variables	$JOB	core	ansi	true	true	true	pages/a107065.html#7.1.4.10	ProgrammersGuide/isv.rst#$JOB	site/RCOS_vjob.html#RCOS_vjob
intrinsic-special-variables	$KEY	core	ansi	true	true	true	pages/a107066.html#7.1.4.10	ProgrammersGuide/isv.rst#$KEY	site/RCOS_vkey.html#RCOS_vkey
intrinsic-special-variables	$NAMESPACE	iris-only	iris-extension	false	false	true			site/RCOS_vnamespace.html#RCOS_vnamespace
intrinsic-special-variables	$PRINCIPAL	core	ansi	true	true	true	pages/a107068.html#7.1.4.10	ProgrammersGuide/isv.rst#$PRINCIPAL	site/RCOS_vprincipal.html#RCOS_vprincipal
intrinsic-special-variables	$QUIT	core	ansi	true	true	true	pages/a107069.html#7.1.4.10	ProgrammersGuide/isv.rst#$QUIT	site/RCOS_vquit.html#RCOS_vquit
intrinsic-special-variables	$REFERENCE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$REFERENCE	
intrinsic-special-variables	$ROLES	iris-only	iris-extension	false	false	true			site/RCOS_vroles.html#RCOS_vroles
intrinsic-special-variables	$STACK	ydb-only	ansi	true	true	false	pages/a107071.html#7.1.4.10	ProgrammersGuide/isv.rst#$STACK	
intrinsic-special-variables	$STORAGE	core	ansi	true	true	true	pages/a107072.html#7.1.4.10	ProgrammersGuide/isv.rst#$STORAGE	site/RCOS_vstorage.html#RCOS_vstorage
intrinsic-special-variables	$SYSTEM	core	ansi	true	true	true	pages/a107073.html#7.1.4.10	ProgrammersGuide/isv.rst#$SYSTEM	site/RCOS_vsystem.html#RCOS_vsystem
intrinsic-special-variables	$TEST	core	ansi	true	true	true	pages/a107074.html#7.1.4.10	ProgrammersGuide/isv.rst#$TEST	site/RCOS_vtest.html#RCOS_vtest
intrinsic-special-variables	$THIS	iris-only	iris-extension	false	false	true			site/RCOS_vthis.html#RCOS_vthis
intrinsic-special-variables	$THROWOBJ	iris-only	iris-extension	false	false	true			site/RCOS_vthrowobj.html#RCOS_vthrowobj
intrinsic-special-variables	$TLEVEL	core	ansi	true	true	true	pages/a107075.html#7.1.4.10	ProgrammersGuide/isv.rst#$TLEVEL	site/RCOS_vtlevel.html#RCOS_vtlevel
intrinsic-special-variables	$TRESTART	ydb-only	ansi	true	true	false	pages/a107076.html#7.1.4.10	ProgrammersGuide/isv.rst#$TRESTART	
intrinsic-special-variables	$USERNAME	iris-only	iris-extension	false	false	true			site/RCOS_vusername.html#RCOS_vusername
intrinsic-special-variables	$X	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$X	site/RCOS_vx.html#RCOS_vx
intrinsic-special-variables	$Y	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$Y	site/RCOS_vy.html#RCOS_vy
intrinsic-special-variables	$ZA	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZA	site/RCOS_vza.html#RCOS_vza
intrinsic-special-variables	$ZALLOCSTOR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZALLOCSTOR	
intrinsic-special-variables	$ZAUDIT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZAUDIT	
intrinsic-special-variables	$ZB	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZB	site/RCOS_vzb.html#RCOS_vzb
intrinsic-special-variables	$ZCHILD	iris-only	iris-extension	false	false	true			site/RCOS_vzchild.html#RCOS_vzchild
intrinsic-special-variables	$ZCHSET	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZCHSET	
intrinsic-special-variables	$ZCMDLINE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZCMDLINE	
intrinsic-special-variables	$ZCOMPILE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZCOMPILE	
intrinsic-special-variables	$ZCSTATUS	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZCSTATUS	
intrinsic-special-variables	$ZDATEFORM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZDATEFORM	
intrinsic-special-variables	$ZDIRECTORY	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZDIRECTORY	
intrinsic-special-variables	$ZEOF	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZEOF	site/RCOS_vzeof.html#RCOS_vzeof
intrinsic-special-variables	$ZEOS	iris-only	iris-extension	false	false	true			site/RCOS_vzeos.html#RCOS_vzeos
intrinsic-special-variables	$ZERROR	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZERROR	site/RCOS_vzerror.html#RCOS_vzerror
intrinsic-special-variables	$ZGBLDIR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZGBLDIR	
intrinsic-special-variables	$ZHOROLOG	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZHOROLOG	site/RCOS_vzhorolog.html#RCOS_vzhorolog
intrinsic-special-variables	$ZICUVER	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZICUVER	
intrinsic-special-variables	$ZININTERRUPT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZININTERRUPT	
intrinsic-special-variables	$ZINTERRUPT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZINTERRUPT	
intrinsic-special-variables	$ZIO	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZIO	site/RCOS_vzio.html#RCOS_vzio
intrinsic-special-variables	$ZJOB	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZJOB	site/RCOS_vzjob.html#RCOS_vzjob
intrinsic-special-variables	$ZLEVEL	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZLEVEL	
intrinsic-special-variables	$ZMALLOCLIM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZMALLOCLIM	
intrinsic-special-variables	$ZMAXTPTIME	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZMAXTPTIME	
intrinsic-special-variables	$ZMLKHASH	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZMLKHASH	
intrinsic-special-variables	$ZMODE	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZMODE	site/RCOS_vzmode.html#RCOS_vzmode
intrinsic-special-variables	$ZNSPACE	iris-only	iris-extension	false	false	true			site/RCOS_vznspace.html#RCOS_vznspace
intrinsic-special-variables	$ZONLNRLBK	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZONLNRLBK	
intrinsic-special-variables	$ZORDER	iris-only	iris-extension	false	false	true			site/RCOS_vzorder.html#RCOS_vzorder
intrinsic-special-variables	$ZPARENT	iris-only	iris-extension	false	false	true			site/RCOS_vzparent.html#RCOS_vzparent
intrinsic-special-variables	$ZPATNUMERIC	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZPATNUMERIC	
intrinsic-special-variables	$ZPI	iris-only	iris-extension	false	false	true			site/RCOS_vzpi.html#RCOS_vzpi
intrinsic-special-variables	$ZPOSITION	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZPOSITION	
intrinsic-special-variables	$ZPROMPT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZPROMPT	
intrinsic-special-variables	$ZQUIT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZQUIT	
intrinsic-special-variables	$ZREALSTOR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZREALSTOR	
intrinsic-special-variables	$ZREFERENCE	iris-only	iris-extension	false	false	true			site/RCOS_vzreference.html#RCOS_vzreference
intrinsic-special-variables	$ZRELDATE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZRELDATE	
intrinsic-special-variables	$ZROUTINES	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZROUTINES	
intrinsic-special-variables	$ZSOURCE	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZSOURCE	
intrinsic-special-variables	$ZSTATUS	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZSTATUS	
intrinsic-special-variables	$ZSTEP	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZSTEP	
intrinsic-special-variables	$ZSTORAGE	iris-only	iris-extension	false	false	true			site/RCOS_vzstorage.html#RCOS_vzstorage
intrinsic-special-variables	$ZSTRPLLIM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZSTRPLLIM	
intrinsic-special-variables	$ZSYSTEM	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZSYSTEM	
intrinsic-special-variables	$ZTEXIT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZTEXIT	
intrinsic-special-variables	$ZTIMEOUT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZTIMEOUT	
intrinsic-special-variables	$ZTIMESTAMP	iris-only	iris-extension	false	false	true			site/RCOS_vztimestamp.html#RCOS_vztimestamp
intrinsic-special-variables	$ZTIMEZONE	iris-only	iris-extension	false	false	true			site/RCOS_vztimezone.html#RCOS_vztimezone
intrinsic-special-variables	$ZTRAP	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZTRAP	site/RCOS_vztrap.html#RCOS_vztrap
intrinsic-special-variables	$ZUNSPECIFIED	ansi-unimplemented	ansi	true	false	false	pages/a107079.html#7.1.4.10		
intrinsic-special-variables	$ZUSEDSTOR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZUSEDSTOR	
intrinsic-special-variables	$ZUT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZUT	
intrinsic-special-variables	$ZVERSION	core	multi-vendor-ext	false	true	true		ProgrammersGuide/isv.rst#$ZVERSION	site/RCOS_vzversion.html#RCOS_vzversion
intrinsic-special-variables	$ZYERROR	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZYERROR	
intrinsic-special-variables	$ZYINTRSIG	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZYINTRSIG	
intrinsic-special-variables	$ZYJOBPARENT	ydb-only	ydb-extension	false	true	false		ProgrammersGuide/isv.rst#$ZYJOBPARENT	
